DATE,BAMLC0A1CAAA
2018-11-30,0.70
2018-12-03,0.69
2018-12-04,0.70
2018-12-05,0.70
2018-12-06,0.73
2018-12-07,0.73
2018-12-10,0.73
2018-12-11,0.72
2018-12-12,0.69
2018-12-13,0.68
2018-12-14,0.69
2018-12-17,0.69
2018-12-18,0.68
2018-12-19,0.68
2018-12-20,0.72
2018-12-21,0.73
2018-12-24,0.73
2018-12-25,.
2018-12-26,0.74
2018-12-27,0.77
2018-12-28,0.77
2018-12-31,0.78
2019-01-01,.
2019-01-02,0.77
2019-01-03,0.80
2019-01-04,0.79
2019-01-07,0.77
2019-01-08,0.75
2019-01-09,0.73
2019-01-10,0.73
2019-01-11,0.73
2019-01-14,0.74
2019-01-15,0.73
2019-01-16,0.71
2019-01-17,0.69
2019-01-18,0.66
2019-01-21,0.66
2019-01-22,0.65
2019-01-23,0.64
2019-01-24,0.64
2019-01-25,0.63
2019-01-28,0.62
2019-01-29,0.63
2019-01-30,0.63
2019-01-31,0.62
2019-02-01,0.61
2019-02-04,0.59
2019-02-05,0.59
2019-02-06,0.58
2019-02-07,0.60
